@type,@id,@lat,@lon,name,name:hu,alt_name,alt_name:hu,old_name,old_name:hu,url:miserend
way,209015470,,,Szent Család-templom,,,,,,https://miserend.hu/templom/2711
way,209113401,,,,Nagyboldogasszony-templom,,,,,http://miserend.hu/?templom=3615
way,209300569,,,Becket Szent Tamás-kápolna,,Kálvária kápolna,,Szenttamáshegyi kápolna,,http://miserend.hu/?templom=2642
way,209524029,,,Szent István király templom,,,,,,http://miserend.hu/?templom=2123
way,209723860,,,Szent Anna-kápolna,,Markhot Ferenc kórházkápolna,,,,http://miserend.hu/?templom=3223
way,209982789,,,Szent Kereszt felmagasztalása-templom,,,,,,http://miserend.hu/?templom=2709
way,210018137,,,Biserica Sfinții Apostoli Petru și Pavel,Szent Péter és Pál apostolok templom,,,,,http://miserend.hu/?templom=3616
way,210028286,,,Szent Jakab templom,,Ebergényi templom,,,,http://miserend.hu/?templom=2559
way,210055285,,,Szent Simon és Júdás apostolok-templom,,,,,,http://miserend.hu/?templom=3572
way,210097465,,,Szent Miklós templom,,,,,,http://miserend.hu/?templom=3583
way,210235488,,,Szent Anna-templom,,,,,,http://miserend.hu/?templom=5301
way,210246769,,,Alexandriai Szent Katalin-templom,,zalabesenyői templom,,,,http://miserend.hu/?templom=2551
way,210640441,,,Szent János apostol és Fájdalmas Anya (szervita) templom,,,,,,http://miserend.hu/?templom=883
way,210709156,,,Szent Donát-kápolna,,Szőlőhegyi kápolna,,,,http://miserend.hu/?templom=109
way,211139527,,,Szentháromság-templom,,Révfalui templom,,,,http://miserend.hu/?templom=118
way,211154573,,,Csepeli Szentlélek görög katolikus templom,,,,,,http://miserend.hu/?templom=3702
way,211179848,,,Öreghegyi Magyarok Nagyasszonya templom,,,,,,http://miserend.hu/?templom=108
way,211370120,,,Szent Rókus és Sebestyén-templom,,Szigeti templom,,,,http://miserend.hu/?templom=386
way,211385410,,,Szent Erzsébet-templom,,,,,,http://miserend.hu/?templom=140
way,211451156,,,Szent Miklós püspök-templom,,Görögkatolikus templom,,,,http://miserend.hu/?templom=5242
way,211631926,,,Nepomuki Szent János-templom,,,,,,http://miserend.hu/?templom=297
way,211748582,,,Krisztus Király-templom,,Almássy-telepi templom,,,,http://miserend.hu/?templom=99
way,211792800,,,Krisztus Király-templom,,Vörös templom,,,,http://miserend.hu/?templom=1924
way,212409603,,,Sarlós Boldogasszony-templom,,Ótemplom,,,,http://miserend.hu/?templom=93
way,212499208,,,Prohászka templom,,Jó Pásztor-templom,,,,http://miserend.hu/?templom=112
way,212812111,,,Feltámadás-temetőkápolna,,Csutora temetői kápolna,,,,http://miserend.hu/?templom=105
way,215095839,,,Szemináriumi templom,,Kármelhegyi Boldogasszony-templom,,,,http://miserend.hu/?templom=103
way,215135898,,,Krisztinavárosi Havas Boldogasszony plébániatemplom,,,,,,http://miserend.hu/?templom=1652
way,215477530,,,Szent Család templom,,,,,,http://miserend.hu/?templom=2442
way,216247925,,,Biserica Sf Anton,Páduai Szent Antal templom,,,,,https://miserend.hu/templom/3415
way,216664425,,,Szentháromság-temetőkápolna,,Hosszútemetői kápolna,,,,http://miserend.hu/?templom=101
way,216985014,,,Catedrala Sfântul Mihail,Gyulafehérvári érseki székesegyház,,,,,https://miserend.hu/templom/3057
way,217100817,,,Szentháromság-templom,,Rákospalota - Szentháromság-templom - Kistemplom,,,,http://miserend.hu/?templom=4642
way,217210485,,,Szent Miklós-templom,,,,,,http://miserend.hu/?templom=691
way,217211125,,,Szent Jakab Templom,,,,,,http://miserend.hu/?templom=666
way,217286103,,,Cisztercita templom,,Nagyboldogasszony - Nepomuki Szent János-templom,,,,http://miserend.hu/?templom=107
way,217301518,,,Szent Imre-templom,,Barátok temploma,,,,http://miserend.hu/?templom=102
way,217307586,,,Szent István-székesegyház,,Szent István bazilika,,,,http://miserend.hu/?templom=100
way,217349329,,,Biserica Romano-Catolică Sfântul Augustin,Szent Ágoston püspök-templom,,,,,http://miserend.hu/?templom=3558
way,217350695,,,Sóstói Szent Kereszt Temetőkápolna,,,,,,http://miserend.hu/?templom=418
way,217477021,,,Szent Kristóf-templom,,Maroshegyi templom,,,,http://miserend.hu/?templom=106
way,217684555,,,Páli Szent Vince Templom,,Budapest-Középsőferencváros - Páli Szent Vince plébániatemplom,,,,http://miserend.hu/?templom=2397
way,217692297,,,Szűz Mária és Szent Ányos templom,,Tihanyi Bencés Apátság,,,,http://miserend.hu/?templom=1936
way,217729178,,,Szent István-plébániatemplom,,Újtemplom,,,,http://miserend.hu/?templom=94
way,217989138,,,Szent István király-kápolna,,,,,,https://miserend.hu/templom/5196
way,218062051,,,Páduai Szent Antal templom,,,,,,http://miserend.hu/?templom=1530
way,218167614,,,Szent Adalbert templom,,,,,,https://miserend.hu/templom/1572
way,218432823,,,Nagyboldogasszony-templom,,Nagytétényi templom,,,,http://miserend.hu/?templom=1412
way,218451125,,,Péter-Pál templom,,,,Csiprovacska,,http://miserend.hu/?templom=1
way,218456177,,,Biserica Catolică Vașcău,"Szent Anna, Szűz Mária édesanyja templom",,,,,https://miserend.hu/templom/4798
way,218667165,,,Páduai Szent Antal templom,,,,,,http://miserend.hu/?templom=808
way,218703132,,,Jézus Szíve-templom,,Felsővárosi templom,,,,http://miserend.hu/?templom=869
way,219650842,,,Sarlós Boldogasszony templom,,,,,,http://miserend.hu/?templom=420
way,220343545,,,Szent István király templom,,,,,,http://miserend.hu/?templom=2000
way,220418010,,,Szent László-templom,,,,,,http://miserend.hu/?templom=2243
way,220430334,,,Jézus Szíve-templom,,Perecesi templom,,,,http://miserend.hu/?templom=1269
way,220456544,,,Biserica catolică „Înălțarea Sf. Cruci”,Szent Kereszt felmagasztalása templom,,,,,https://miserend.hu/templom/3177
way,220467106,,,Tours-i Szent Márton templom,,,,,,http://miserend.hu/?templom=932
way,220518204,,,Szent András apostol templom,,,,,,http://miserend.hu/?templom=583
way,220697118,,,Kostol sv. Štefana Uhorského,Szent István király templom,,,,,https://miserend.hu/templom/3556
way,220730064,,,Szent Rókus-temetőkápolna,,,,,,http://miserend.hu/?templom=5065
way,220908472,,,Biserica Franciscană Sf. Emeric,Szent Imre herceg (ferences) templom,,,,,https://miserend.hu/templom/3483
way,220956034,,,Szent Kereszt felmagasztalása templom,,Római katolikus templom,,,,http://miserend.hu/?templom=448
way,221195263,,,Костел святого Юрія,Szent György-templom,,,,,http://miserend.hu/?templom=3672
way,221851611,,,Fatimai Boldogasszony templom,,,,,,http://miserend.hu/?templom=111
way,222071125,,,Biserica Armeano-Catolică,Árpádházi Szent Erzsébet templom,,,,,http://miserend.hu/?templom=3161
way,222261717,,,Fájdalmas Anya temetőkápolna,,Fájdalmas Anya kápolnája,,,,http://miserend.hu/?templom=4947
way,222398433,,,Őrzőangyalok templom,,,,,,http://miserend.hu/?templom=765
way,222398959,,,Szent Jakab apostol-templom,,,,,,http://miserend.hu/?templom=622
way,222398960,,,Szent Péter apostol-templom,,,,,,http://miserend.hu/?templom=2224
way,222401967,,,Szent György-templom,,,,,,http://miserend.hu/?templom=1167
way,222401970,,,Szent István király-templom,,,,,,http://miserend.hu/?templom=5071
way,222401973,,,Szent Márton-templom,,,,,,http://miserend.hu/?templom=1171
way,222558741,,,Szűz Mária bemutatása templom,,,,,,http://miserend.hu/?templom=4713
way,222704479,,,Kisboldogasszony templom,,,,,,http://miserend.hu/?templom=1747
way,223372963,,,Feltámadt Krisztus temetőkápolna,,Szent Donát temetőkápolna,,,,http://miserend.hu/?templom=4948
way,223543634,,,Jézus Szíve-templom,,Vizivárosi templom,,,,http://miserend.hu/?templom=113
way,223673278,,,Szent Ilona-templom,,,,,,http://miserend.hu/?templom=4526
way,223819113,,,Szent Miklós püspök templom,,,,,,http://miserend.hu/?templom=1664
way,223840494,,,Catedrala Romano-Catolică Sf. Iosif,Szent József templom,,,,,https://miserend.hu/templom/3164
way,223984475,,,Érd-Tusculanum templom,,"Szent Szűz, az Egyház anyja-templom",,,,http://miserend.hu/?templom=498
way,224091346,,,Nagyboldogasszony-templom,,,,,,http://miserend.hu/?templom=4246
way,224109839,,,Páduai Szent Antal-kápolna,,Börgöndpusztai kápolna,,,,http://miserend.hu/?templom=211
way,224110448,,,Szent Gellért-templom,,Kisszentgróti templom,,,,http://miserend.hu/?templom=2689
way,224211668,,,Mária Szeplőtelen Szíve-kápolna,,,,,,https://miserend.hu/?templom=3224
way,224277302,,,Szent Imre-templom,,,,,,http://miserend.hu/?templom=2688
way,224539481,,,Biserica Mileniului,Millenniumi templom,,,,,http://miserend.hu/templom/3553
way,224725758,,,Jézus Szíve templom,,,,,,http://miserend.hu/?templom=884
way,224745877,,,Szent Anna-kápolna,,,,,,http://miserend.hu/?templom=3023
way,224764919,,,Szent László király templom,,Nagytemplom,,,,http://miserend.hu/templom/2204
way,224788219,,,Szent Kereszt templom,,Berhida - Kistemplom,,,,http://miserend.hu/?templom=4745
way,224902640,,,Fájdalmas Szűzanya-kápolna,,,,,,http://miserend.hu/?templom=2933
way,224966386,,,Szent István király-templom,,Peremarton-Gyártelepi templom,,,,http://miserend.hu/?templom=2206
way,224983607,,,Biserica Sfântul Mihail,Szent Miklós püspök-templom,,,,,http://miserend.hu/?templom=3484
way,225089572,,,Nagyboldogasszony templom,,,,,,http://miserend.hu/?templom=1851
way,225106303,,,Szentháromság templom,,,,,,http://miserend.hu/?templom=4522
way,225246589,,,Boldogságos Szűz Szeplőtelen Fogantatása templom,,,,,,http://miserend.hu/?templom=283
way,225269673,,,Szent István király templom,,,,,,http://miserend.hu/?templom=426
way,225322443,,,Munkás Szent József-templom,,,,,,http://miserend.hu/?templom=4186
way,225432795,,,Szent Lőrinc-templom,,,,,,http://miserend.hu/?templom=2410
way,225443629,,,Sarlós Boldogasszony (ferences) templom,,,,,,http://miserend.hu/?templom=1655
way,225603305,,,Lyceum templom,,Urunk színeváltozása-templom,,,,http://miserend.hu/?templom=3871
way,225787033,,,Szent Kereszt-kápolna,,Kálvária-kápolna,,,,http://miserend.hu/?templom=3799
way,225790455,,,Szűz Mária Szeplőtelen Szive-templom,,,,,,http://miserend.hu/?templom=4057
way,225797917,,,Nagyboldogasszony-templom,,Bazilika,,,,http://miserend.hu/?templom=2001
way,225807841,,,Fájdalmas Szűzanya kistemplom,,,,,,http://miserend.hu/?templom=2002
way,225831278,,,Szent Kereszt felmagasztalása templom,,,,,,http://miserend.hu/?templom=1226
way,225911826,,,Felnémeti Szent Rozália templom,,,,,,http://miserend.hu/?templom=886
way,225918625,,,Sarlós Boldogasszony-templom,,,,,,http://miserend.hu/?templom=675
way,225936415,,,Szent Imre templom,,,,,,http://miserend.hu/?templom=319
way,226616640,,,Szent Mihály templom,,,,,,http://miserend.hu/?templom=428
way,226835491,,,Nagyboldogasszony templom,,,,,,http://miserend.hu/?templom=430
way,227200406,,,Szent Erzsébet-templom,,,,,,http://miserend.hu/?templom=489
way,227667426,,,Szent Anna kápolna,,,,,,http://miserend.hu/?templom=1365
way,227783254,,,Alsógallai Szent István templom,,,,,,http://miserend.hu/?templom=346
way,227991849,,,Szent Péter és Pál-templom,,,,,,http://miserend.hu/?templom=492
way,228212123,,,Szent István király-templom,,,,,,http://miserend.hu/?templom=329
way,228428506,,,Kisboldogasszony templom,,,,,,http://miserend.hu/?templom=151
way,228428509,,,Árpád-házi Szent Erzsébet templom,,,,,,http://miserend.hu/?templom=149
way,228520760,,,Urunk színeváltozása-templom,,,,,,http://miserend.hu/?templom=152
way,228980750,,,Szent György-templom,,,,,,http://miserend.hu/?templom=399
way,229089007,,,Nagyboldogasszony templom,,,,,,http://miserend.hu/?templom=472
way,229105290,,,Szent Márton püspök-templom,,,,,,http://miserend.hu/?templom=3544
way,229189473,,,Szent György-templom,,(herényi templom),,,,http://miserend.hu/?templom=842
way,229573548,,,Krisztus Király-templom,,(kámoni templom),,,,http://miserend.hu/?templom=845
way,229786173,,,Szent Kereszt Lelkészség,,(Kálvária templom),,,,http://miserend.hu/?templom=1049
way,229802826,,,Jézus Szíve-templom,,Zárdatemplom (a volt Szent Norbert-templom),,,,http://miserend.hu/?templom=1350
way,229898289,,,Szent Kvirin-templom,,(szalézi plébániatemplom),,,,http://miserend.hu/?templom=56
way,230045579,,,Jézus Szíve Plébánia,,(szőllősi templom),,,,http://miserend.hu/?templom=1320
way,230051176,,,Szent László templom,,,,,,http://miserend.hu/?templom=1890
way,230051196,,,Szent Kereszt-templom,,,,,,http://miserend.hu/?templom=4041
way,230093272,,,Szűz Mária Szíve templom,,,,,,http://miserend.hu/?templom=4104
way,230096016,,,Krisztus Király templom,,Nagybózsvai templom,,,,http://miserend.hu/?templom=4195
way,230102354,,,Urunk színeváltozása Görög Katolikus templom,,,,,,http://miserend.hu/?templom=3839
way,230130533,,,Szentháromság-templom,,,,,,http://miserend.hu/?templom=735
way,230134148,,,Szent Péter és Pál apostol templom,,,,,,http://miserend.hu/?templom=1901
way,230139965,,,Szent Kereszt felmagasztalása templom,,,,,,http://miserend.hu/?templom=828
way,230156906,,,Istenszülő születése templom,,,,,,http://miserend.hu/?templom=3657
way,230255017,,,Szent Márton-templom,,(domonkos templom),,,,http://miserend.hu/?templom=986
way,230257360,,,Nagyboldogasszony-templom,,,,,,http://miserend.hu/?templom=2525
way,230455449,,,Boldog Gizella királyné plébánia,,,,,,http://miserend.hu/?templom=2153
way,230565016,,,Szentháromság-templom,,(Olad falurész temploma),,,,http://miserend.hu/?templom=1396
way,230572288,,,Batthyány-Strattmann László emlékére és a Fatimai Szűz Mária tiszteletére épült templom,,(Olad lakótelepi templom),,,,http://miserend.hu/?templom=1407
way,230669606,,,Urunk színeváltozása-templom,,,,,,http://miserend.hu/?templom=1889
way,230684692,,,Szent Őrangyalok-templom,,kaposfüredi templom,,,,http://miserend.hu/?templom=763
way,230714462,,,Szent Kereszt-templom,,,,,,http://miserend.hu/?templom=2745
way,230751094,,,Szűz Mária neve-templom,,,,,,http://miserend.hu/?templom=1845
way,230884514,,,Antiochiai Szent Ignác-templom,,,,,,http://miserend.hu/?templom=532
way,230891465,,,Szent Ágota-templom,,Sárszentágotai templom,,,,http://miserend.hu/?templom=533
way,230937776,,,Szent Miklós-templom,,Őrszentmiklósi templom,,,,http://miserend.hu/?templom=257
way,231028846,,,Szűz Mária mennybevétele-templom,,,,,,http://miserend.hu/?templom=4075
way,231131158,,,Szent István király-templom,,(szentkirályi templom),,,,http://miserend.hu/?templom=1413
way,231365309,,,Szent Miklós-templom,,,,,,http://miserend.hu/?templom=554
way,231380641,,,Szent Katalin-kápolna,,Zárdakápolna,,,,http://miserend.hu/?templom=555
way,231386429,,,Nagyboldogasszony-kápolna,,,,,,http://miserend.hu/?templom=5266
way,231415927,,,Szent Kereszt felmagasztalása-kápolna,,Szentkereszt falurész,,,,http://miserend.hu/?templom=1844
way,231436322,,,Szent Lőrinc-templom,,,,,,http://miserend.hu/?templom=1843
way,231465272,,,Szent László-templom,,(zanati templom),,,,http://miserend.hu/?templom=2741
way,231467575,,,Szent Imre templom,,,,,,http://miserend.hu/?templom=2235
way,231493039,,,Gyümölcsoltó Boldogasszony-templom,,,,,,http://miserend.hu/?templom=778
way,231541978,,,Szentháromság-templom,,,,,,http://miserend.hu/?templom=779
way,231845352,,,Szent Anna-templom,,Vicai templom,,,,http://miserend.hu/?templom=623
way,231859654,,,Kisboldogasszony-templom,,,,,,http://miserend.hu/?templom=603
way,232588884,,,Szent Imre templom,,Endrődi templom,,,,http://miserend.hu/?templom=1265
way,233969894,,,,Szűz Mária Királynő templom,,,,,https://miserend.hu/templom/4783
way,234259770,,,Szent Borbála-templom,,Belvárosi templom,,,,http://miserend.hu/?templom=2607
way,234996808,,,Sarlós Boldogasszony-templom,,Házhely - Sarlós Boldogasszony templom,,,,http://miserend.hu/?templom=4862
way,235060165,,,Szeplőtelen Fogantatás templom,,,,,,http://miserend.hu/?templom=1173
way,235144784,,,Szent Kereszt felmagasztalása temetőkápolna,,,,,,http://miserend.hu/?templom=4067
way,235149095,,,Mindenszentek templom,,,,,,http://miserend.hu/?templom=1717
way,235632855,,,Kisboldogasszony-templom,,,,,,http://miserend.hu/?templom=1574
way,236205403,,,Urunk mennybemenetele-templom,Urunk mennybemenetele-templom,,,,,http://miserend.hu/?templom=629
way,236853522,,,Rábakethelyi Mindenszentek templom,,,,,,http://miserend.hu/?templom=1916
way,237079950,,,Jézus szíve-kápolna,,,,,,http://miserend.hu/?templom=1628
way,237153963,,,Pirrotti Szent Pompilius piarista templom,,Pirrotti Szent Pompiliusz templom,,,,http://miserend.hu/?templom=872
way,237389311,,,Biserica Romano-Catolică,Nagyboldogasszony-templom,,,,,https://miserend.hu/templom/4819
way,237706868,,,Szent Sebestyén-templom,,Gartai templom,,,,http://miserend.hu/?templom=777
way,237913173,,,Boldog Özséb templom,,Pünkösdfürdői templom,,,,http://miserend.hu/?templom=2024
way,238789090,,,Krisztus Király-templom,,,,,,http://miserend.hu/?templom=718
way,239091727,,,Assisi Szent Ferenc-templom,,Ferences templom,,,,http://miserend.hu/?templom=775
way,239329940,,,Szent Anna templom,,,,,,http://miserend.hu/?templom=2117
way,239569597,,,Szent Mauríciusz és vértanútársai plébániatemplom,,,,,,http://miserend.hu/?templom=1441
way,239932448,,,Kisboldogasszony Bazilika Plébánia,,Máriaremetei templom,,,,http://miserend.hu/?templom=1517
way,239974232,,,Szent Borbála-templom,,Brennbergbányai templom,,,,http://miserend.hu/?templom=626
way,242129895,,,Keresztelő Szent János-templom,,,,,,http://miserend.hu/?templom=818
way,242212672,,,Biserica Romano-Catolică,Kassai vértanúk-templom,,,,,https://miserend.hu/templom/3510
way,242589923,,,Kisboldogasszony-templom,,,,,,http://miserend.hu/?templom=2351
way,242825897,,,Tatabánya–óvárosi Szent István plébániatemplom,,,,,,http://miserend.hu/?templom=490
way,243156061,,,Szűz Mária Szeplőtelen Szíve-templom,,Sánci templom,,,,http://miserend.hu/?templom=4503
way,243605727,,,Szent Kereszt felmagasztalása-templom,,Kéttornyú templom,,,,http://miserend.hu/?templom=599
way,243689215,,,Felsővízivárosi Szent Anna-templom,,,,,,http://miserend.hu/?templom=1450
way,243773638,,,Szent István király-templom,,Bajaszentistváni templom,,,,http://miserend.hu/?templom=78
way,244179622,,,Zugligeti Szent Család-templom,,,,,,http://miserend.hu/?templom=2733
way,244311958,,,Szent Mihály templom,,,,,,http://miserend.hu/?templom=2573
way,245527517,,,Szentháromság-templom,,Bagolai templom,,,,http://miserend.hu/?templom=4502
way,245529077,,,Nagyboldogasszony templom,,,,,,http://miserend.hu/?templom=1524
way,245706740,,,Szűz Mária Szent Neve Templom,,,,,,http://miserend.hu/?templom=1624
way,246153313,,,Szentlélek-templom,,Herminamezői - Kassai téri templom,,,,http://miserend.hu/?templom=23
way,246908977,,,Szent Rita templom,,Szent Rita plébánia,,,,http://miserend.hu/?templom=2401
way,247586362,,,Mănăstirea și Biserica Franciscană,Havas Boldogasszony-templom,,,,,http://miserend.hu/?templom=3401
way,248730465,,,Szent Eduárd templom,,,,,,http://miserend.hu/?templom=1888
way,248742854,,,Szentháromság-templom,,,,,,http://miserend.hu/?templom=3777
way,248980003,,,Nagyboldogasszony-templom,,Újpest-Megyeri templom,,,,http://miserend.hu/?templom=28
way,249200822,,,Jézus Szíve-templom,,"Újpesti Jézus Szíve templomigazgatóság, Baross utcai templom",,,,http://miserend.hu/?templom=4968
way,249332044,,,Szűz Mária Szeplőtelen Szíve-templom,,,,,,http://miserend.hu/?templom=1858
way,249380799,,,Irgalmas Jézus Kápolna,,Onkológiai kórházkápolna / SOS ellátás,,,,http://miserend.hu/?templom=2061
way,249666051,,,Szent Flórián-templom,,,,,,http://miserend.hu/?templom=3732
way,249858428,,,Szent István első vértanú templom,,Országúti Ferences Szent István első vértanú plébániatemplom,,,,http://miserend.hu/?templom=2725
way,250484755,,,Szent Kereszt-templom,,,,,,http://miserend.hu/?templom=2197
way,250588130,,,Keresztelő Szent János-templom,,Felsőkrisztinavárosi templom,,,,http://miserend.hu/?templom=1599
way,250716920,,,Városmajori Jézus Szíve plébániatemplom,,,,,,http://miserend.hu/templom/16
way,250845421,,,Ferenchalmi Szűz Mária és Nepomuki Szent János-kápolna,,,,,,http://miserend.hu/?templom=2736
way,250846071,,,Pasaréti Páduai Szent Antal templom és plébánia,,,,,,http://miserend.hu/?templom=2730
way,251031334,,,Eperföldi Szent Imre templom,,,,,,http://miserend.hu/?templom=83
way,251031345,,,Szenvedő Üdvözítő kápolna,,Temetői kápolna,,,,http://miserend.hu/?templom=1008
way,251118761,,,Sarlós Boldogasszony templom,,Újlaki templom,,,,http://miserend.hu/?templom=2028
way,251327617,,,Mindenszentek Temploma,,,,,,http://miserend.hu/?templom=958
way,251576205,,,Szent Péter és Pál templom,,Óbuda főplébánia,,,,http://miserend.hu/?templom=18
way,251631095,,,Црква Ускрснућа Исусова,Jézus föltámadása templom,,,,,https://miserend.hu/templom/3826
way,251638871,,,Римокатоличка црква,Sarlós Boldogasszony Templom,,,,,https://miserend.hu/templom/2876
way,251872911,,,Óbudai Jó Pásztor templom,,Jó Pásztor Nővérek óbudai temploma,,,,http://miserend.hu/?templom=1456
way,251984307,,,Örmény Katolikus Templom,,Fogolykiváltó Boldogasszony és Világosító Szent Gergely templom,,,,http://miserend.hu/?templom=2582
way,251986441,,,Szent Gellért-kápolna,,,,,,https://miserend.hu/templom/4943
way,252571964,,,Szentháromság-templom,,Óbuda Vörösvári úti templom,,,,http://miserend.hu/?templom=2011
way,252778048,,,Boldog Batthyány László-templom,,Korpavári templom,,,,http://miserend.hu/?templom=5302
way,252848731,,,Kövi Szűz Mária templom,,,,,,http://miserend.hu/?templom=14
way,252936687,,,Szent Anna templom,,,,,,http://miserend.hu/?templom=1759
way,253590469,,,Keresztelő Szent János-templom,,,,,,http://miserend.hu/?templom=4604
way,254044423,,,Krisztus Király-kápolna,,,,,,http://miserend.hu/?templom=3668
way,254158934,,,Örökimádás templom,,,,,,http://miserend.hu/templom/2403
way,254398587,,,Szent Imre Templom,,,,,,http://miserend.hu/?templom=1644
way,254457353,,,Magyarok Nagyasszonya-templom,,Budapest-Tisztviselőtelep Rezső téri templom,,,,http://miserend.hu/?templom=2402
way,255096846,,,Biserica catolică,Szent Kereszt felmagasztalása templom,,,,,https://miserend.hu/templom/3110
way,255100914,,,Szeplőtelen Fogantatás templom,,,,,,http://miserend.hu/?templom=2830
way,255119099,,,Szent Miklós temetőkápolna,,,,,,http://miserend.hu/?templom=5115
way,255267575,,,Biserica Romano-Catolică,Urunk mennybemenetele templom,,,,,https://miserend.hu/templom/3362
way,255643478,,,Mária Magdolna templom,,,,,,http://miserend.hu/?templom=153
way,255943353,,,Szent Vendel és Szent Miklós püspök-templom,,,,,,http://miserend.hu/?templom=358
way,256262213,,,Lisieux-i Szent Teréz templom,,Törökőri plébániatemplom,,,,http://miserend.hu/?templom=2409
way,256337950,,,Szent Kamillus templom,,Nádorvárosi templom,,,,http://miserend.hu/?templom=136
way,256539415,,,Szent Rókus-kápolna,,,,,,http://miserend.hu/?templom=2430
way,256781070,,,Szent Anna-templom,,Szabadi templom,,,,http://miserend.hu/?templom=807
way,256834077,,,Mindenszentek temploma,,,,,,http://miserend.hu/?templom=553
way,256934084,,,Hermina kápolna,,,,,,http://miserend.hu/?templom=4329
way,256934116,,,Szeplőtelen Fogantatás-templom,,,,,,http://miserend.hu/?templom=5052
way,257074933,,,Páduai Szent Antal-templom,,,,,,http://miserend.hu/?templom=5067
way,257108374,,,Szent István király-templom,,,,,,http://miserend.hu/?templom=452
way,257207951,,,Rózsafüzér Királynéja templom,,,,Domonkos templom,,http://miserend.hu/?templom=3711
way,257541102,,,Árpád-házi Szent Erzsébet-templom,,,,,,http://miserend.hu/?templom=4625
way,258896412,,,Szűz Mária Neve-templom,,,,,,http://miserend.hu/?templom=2536
way,259269539,,,Szent István király-templom,,"Zárdatemplom, Ferences templom",,,,http://miserend.hu/?templom=2292
way,259269540,,,Szent Mihály-templom,,Belvárosi Plébánia templom,,,,http://miserend.hu/?templom=2286
way,259543482,,,Szent Márton püspök templom,,,,,,http://miserend.hu/?templom=2599
way,260208269,,,Lengyel nemzetiségi templom,,Mindenkor Segítő Szűz Mária plébániatemplom,,,,http://miserend.hu/?templom=858
way,260590716,,,Jézus Szíve-templom,,,,,,http://miserend.hu/?templom=1188
way,260934769,,,Szent Gellért-kápolna,,Borostyán-kúti kápolna,,,,http://miserend.hu/?templom=5082
way,261039709,,,Béke királynéja kápolna,,Tömő utcai Béke Királynője Plébánia,,,,http://miserend.hu/?templom=2395
way,261088233,,,Szent Márton püspök templom,,,,,,http://miserend.hu/?templom=1993
way,261477128,,,Kaniziusz Szent Péter templom,,Középsőferencváros-Kaniziusz Szent Péter templomigazgatóság,,,,http://miserend.hu/?templom=4148
way,261637541,,,Szent Kereszt-templom,,Budapest-Külsőferencváros Ecseri úti templom,,,,http://miserend.hu/?templom=2398
way,262042073,,,Biserica Romano-Catolică Sfinții Apostoli Petru și Pavel,Szent Péter és Pál apostolok templom,,,,,http://miserend.hu/?templom=3635
way,262071988,,,Irgalmasrendi kápolna,,,,,,http://miserend.hu/?templom=17
way,262337671,,,Catedrala Armeano-Catolică,Szentháromság örmény templom,,,,,http://miserend.hu/?templom=3423
way,262338010,,,Biserica Franciscană,Alkantarai Szent Péter templom,,,,,http://miserend.hu/?templom=3422
way,262403391,,,Sarlós Boldogasszony Székesegyház,,(nagytemplom),,,,http://miserend.hu/?templom=1308
way,262832955,,,Bazilica Romano-Catolică,Nagyboldogasszony római katolikus székesegyház,Catedrala Barocă,,,,http://miserend.hu/?templom=3682
way,263374604,,,Szent Anna-templom,,,,,,http://miserend.hu/?templom=2160
way,263487133,,,Loyolai Szent Ignác-templom,,vörösberényi templom,,,,http://miserend.hu/?templom=2507
way,264310410,,,Szent Miklós templom,,,,,,http://miserend.hu/?templom=2620
way,264359008,,,Костьол Святої Анни,Szent Anna-templom,,,,,https://miserend.hu/templom/3653
way,264359194,,,Borromei Szent Károly templom,,,,,,http://miserend.hu/?templom=2513
way,264394083,,,Костел Ісусового Серця,Jézus Szíve templom,,,,,https://miserend.hu/templom/3648
way,264495999,,,Kassai vértanúk templom,,,,,,http://miserend.hu/?templom=4043
way,264842443,,,Szűz Mária bemutatása templom,,,,,,http://miserend.hu/?templom=1927
way,264842860,,,Szűz Mária neve-templom,,,,,,http://miserend.hu/?templom=1938
way,264843217,,,Szent Jakab-templom,,,,,,http://miserend.hu/?templom=1941
way,264917565,,,Biserica Sfântul Ladislau,Szent László római katolikus templom,,,,,https://miserend.hu/templom/3688
way,265195832,,,Szent Kereszt felmagasztalása-kápolna,,,,,,http://miserend.hu/?templom=4960
way,265195859,,,Szent Kereszt felmagasztalása-templom,,,,,,http://miserend.hu/?templom=2423
way,267004757,,,Biserica Sfinții Apostoli Petru și Pavel,Szent Péter és Szent Pál apostolok templom,,,,,http://miserend.hu/?templom=4681
way,267014909,,,Boldogságos Szűz Mária anyasága templom,,,,,,http://miserend.hu/?templom=2861
way,267072280,,,Kostol sv. Jozefa,Szent József-templom,,,,,https://miserend.hu/templom/4454
way,267072285,,,,Szent Vendel-templom,,,,,http://miserend.hu/?templom=4453
way,267656227,,,Krisztus Király-templom,,,,,,http://miserend.hu/?templom=2729
way,269078963,,,Szent Kozma és Damján templom,,Vérteskozmai templom,,,,http://miserend.hu/?templom=454
way,269344230,,,Biserică Catolică,Szent Péter és Pál apostol templom,,,,,http://miserend.hu/?templom=3593
way,270478973,,,Szent Márton kórházkápolna,,,,,,http://miserend.hu/?templom=4528
way,270531962,,,Kaplnka Najsvätejšieho Srdca Ježišovho,Jézus Szent Szíve templom,,,,,https://miserend.hu/templom/3323
