mr_id#osm_type#osm_id#mr_name#mr_alt_name#osm_name#osm_alt_name#country#chosen#proposal#alt_chosen#alt_proposal
1#way#218451125#Péter-Pál-templom#Péter-Pál templom (Csiprovacska)#Péter-Pál templom##12#MR##?#Csiprovacska
2#way#53040448#Szent Imre-templom#budai ciszterci templom#Budai Ciszterci Szent Imre Templom##12#?##MR#
7#way#370955103#Szent István király-templom#nagybácsai templom#Szent István király templom#Nagybácsai templom#12#OSM###
14#way#252848731#Kövi Szűz Mária-templom#Kövi#Kövi Szűz Mária templom##12#MR###
16#way#250716920#Jézus Szíve-templom Városmajor#Városmajor#Városmajori Jézus Szíve plébániatemplom##12#?###
17#way#262071988#Császárfürdői Szt. István király kápolna#Irgalmasrendi kápolna#Irgalmasrendi kápolna##12#MR###
18#way#251576205#Szent Péter és Pál-templom#Óbuda főplébánia#Szent Péter és Pál templom#Óbuda főplébánia#12#MR###
19#way#194940413#Szent István király-templom#Rákosfalvai templom#Szent István király templom#Rákosfalvi templom#12#OSM###
29#way#313869580#Bűnbánó Szent Mária Magdolna-templom##Bűnbánó Szent Mária Magdolna templom##12#MR###
34#way#154877669#Szeplőtelen Fogantatás-templom##Szeplőtelen fogantatás templom#Fóti római katolikus templom#12#MR###
36#way#24324325#Alkantarai Szent Péter-templom#belvárosi ferences templom, pesti ferencesek#Belvárosi Ferences templom#Alkantarai Szent Péter templom#12#MR###
38#way#24321885#Budapest-Belvárosi Nagyboldogasszony Főplébánia-templom#Budapest-Belvárosi Nagyboldogasszony Főplébánia-templom#Belvárosi Nagyboldogasszony Főplébánia#Belvárosi plébániatemplom#12#?###
39#way#25042160#Belvárosi Szent Anna Templom#szervita templom#Belvárosi Szent Anna-plébániatemplom#Belvárosi Szent Anna-templom#12#OSM###
48#way#275835168#Rózsafüzér Királynője-templom##Rózsafüzér Királynője templom##12#MR###
49#way#121761086#Nagyboldogasszony-székesegyház#Nagytemplom, Székesegyház#Nagyboldogasszony Székesegyház#Nagytemplom, Székesegyház#12#MR###
50#way#361964504#Nagyboldogasszony-templom#mátrakeresztesi templom#Mátrakeresztesi Nagyboldogasszony Templom##12#MR###
